商品ID,商品名称,类别,描述,价格,销量,评分,库存,上架时间,用户评论
P327771,华为 儿童玩具 经典款,儿童玩具,知名品牌 儿童玩具，精选优质材料，适合各类人群使用。,139.74,928,1.5,666,2024-01-20,不太符合预期
P632136,华为 牛奶 经典款,牛奶,知名品牌 牛奶，精选优质材料，适合各类人群使用。,344.73,138,3.5,41,2024-09-30,和描述的一致，不错
P688665,华为 水果礼盒 新款,水果礼盒,新款知名品牌 水果礼盒，采用先进工艺，品质保证。,201.12,352,2.5,526,2024-06-06,不太符合预期
P898858,联想 笔记本电脑 新款,笔记本电脑,新款苹果 笔记本电脑，采用先进工艺，品质保证。,9416.05,329,4.5,459,2024-04-02,性价比高，值得购买
P355843,华为 智能手机 新款,智能手机,苹果出品智能手机，深受消费者喜爱，口碑之选。,7660.2,1019,4.0,137,2023-08-29,性价比高，值得购买
P229506,苹果 口红 新款,口红,新款知名品牌 口红，采用先进工艺，品质保证。,494.2,212,5.0,421,2025-06-21,性价比高，值得购买
P161329,苹果 智能手表 经典款,智能手表,新款知名品牌 智能手表，采用先进工艺，品质保证。,2832.61,673,4.0,926,2025-04-21,用起来很方便，推荐
P334161,OPPO 口红 Pro,口红,知名品牌 口红，精选优质材料，适合各类人群使用。,62.11,285,5.0,687,2024-01-10,用起来很方便，推荐
P301830,vivo 运动鞋 青春版,运动鞋,知名品牌出品运动鞋，深受消费者喜爱，口碑之选。,317.18,365,5.0,610,2023-11-04,性价比高，值得购买
P386330,小米 洗发水 Pro,洗发水,新款知名品牌 洗发水，采用先进工艺，品质保证。,817.06,297,5.0,369,2024-05-25,质量很好，非常满意
P375695,vivo 咖啡 经典款,咖啡,知名品牌 咖啡，精选优质材料，适合各类人群使用。,982.59,230,4.0,540,2025-02-01,质量很好，非常满意
P928066,梦洁 床上四件套 经典款,床上四件套,富安娜出品床上四件套，深受消费者喜爱，口碑之选。,70.14,1019,4.5,353,2024-09-14,质量很好，非常满意
P270824,vivo 婴儿奶粉 Pro,婴儿奶粉,知名品牌 婴儿奶粉，精选优质材料，适合各类人群使用。,964.17,486,2.5,389,2023-09-15,不太符合预期
P917585,小米 智能手机 新款,智能手机,华为出品智能手机，深受消费者喜爱，口碑之选。,1267.88,30,3.0,933,2025-07-23,和描述的一致，不错
P136569,vivo 智能手表 新款,智能手表,知名品牌 智能手表，精选优质材料，适合各类人群使用。,1076.18,62,3.0,387,2024-01-19,和描述的一致，不错
P435808,百草味 休闲零食 新款,休闲零食,洽洽 休闲零食，精选优质材料，适合各类人群使用。,488.64,479,3.0,70,2024-05-20,和描述的一致，不错
P618624,小米 婴儿奶粉 新款,婴儿奶粉,新款知名品牌 婴儿奶粉，采用先进工艺，品质保证。,940.95,460,4.0,725,2025-03-14,性价比高，值得购买
P340617,华为 智能手表 Pro,智能手表,知名品牌 智能手表，精选优质材料，适合各类人群使用。,1229.95,48,3.5,239,2025-07-26,有点小瑕疵，但总体还行
P516214,华为 智能手机 新款,智能手机,vivo出品智能手机，深受消费者喜爱，口碑之选。,4655.85,446,4.5,944,2024-10-01,质量很好，非常满意
P714025,vivo 吸尘器 Pro,吸尘器,知名品牌出品吸尘器，深受消费者喜爱，口碑之选。,379.12,315,4.0,987,2024-05-23,质量很好，非常满意
P588041,小米 洗发水 青春版,洗发水,新款知名品牌 洗发水，采用先进工艺，品质保证。,972.83,421,3.5,454,2024-03-12,和描述的一致，不错
P821763,华为 电饭煲 新款,电饭煲,新款知名品牌 电饭煲，采用先进工艺，品质保证。,740.87,377,3.0,163,2024-03-13,有点小瑕疵，但总体还行
P991120,小米 吸尘器 新款,吸尘器,知名品牌 吸尘器，精选优质材料，适合各类人群使用。,800.36,135,2.5,1,2024-11-13,不太符合预期
P767393,多喜爱 床上四件套 经典款,床上四件套,梦洁 床上四件套，精选优质材料，适合各类人群使用。,260.44,210,4.5,163,2023-10-11,质量很好，非常满意
P402756,苹果 牛奶 新款,牛奶,知名品牌出品牛奶，深受消费者喜爱，口碑之选。,618.21,4466,3.5,328,2024-01-13,有点小瑕疵，但总体还行
P457907,华为 水果礼盒 经典款,水果礼盒,新款知名品牌 水果礼盒，采用先进工艺，品质保证。,378.54,334,3.5,678,2024-09-22,有点小瑕疵，但总体还行
P416672,苹果 牛仔裤 Pro,牛仔裤,知名品牌出品牛仔裤，深受消费者喜爱，口碑之选。,334.66,163,3.5,396,2024-10-07,有点小瑕疵，但总体还行
P594043,小米 纸尿裤 青春版,纸尿裤,知名品牌 纸尿裤，精选优质材料，适合各类人群使用。,669.38,325,5.0,515,2024-08-07,性价比高，值得购买
P781508,SK-II 保湿面霜 新款,保湿面霜,新款SK-II 保湿面霜，采用先进工艺，品质保证。,120.6,224,2.0,737,2023-11-19,不太符合预期
P347419,vivo 婴儿奶粉 经典款,婴儿奶粉,知名品牌 婴儿奶粉，精选优质材料，适合各类人群使用。,427.4,373,4.0,549,2025-04-21,用起来很方便，推荐
P391972,水星家纺 床上四件套 Pro,床上四件套,梦洁出品床上四件套，深受消费者喜爱，口碑之选。,519.39,342,5.0,229,2024-01-27,性价比高，值得购买
P722485,OPPO 牛奶 青春版,牛奶,新款知名品牌 牛奶，采用先进工艺，品质保证。,419.63,95,2.0,22,2024-01-15,不太符合预期
P299734,OPPO 纸尿裤 经典款,纸尿裤,知名品牌出品纸尿裤，深受消费者喜爱，口碑之选。,48.81,701,2.5,585,2025-06-11,不太符合预期
P944149,华为 婴儿车 经典款,婴儿车,知名品牌出品婴儿车，深受消费者喜爱，口碑之选。,869.18,960,3.5,597,2023-08-26,有点小瑕疵，但总体还行
P390526,水星家纺 床上四件套 经典款,床上四件套,梦洁出品床上四件套，深受消费者喜爱，口碑之选。,704.59,440,4.0,766,2024-02-12,用起来很方便，推荐
P360557,小米 口红 青春版,口红,知名品牌出品口红，深受消费者喜爱，口碑之选。,96.13,208,3.0,611,2025-03-20,有点小瑕疵，但总体还行
P855543,小米 咖啡 新款,咖啡,知名品牌 咖啡，精选优质材料，适合各类人群使用。,56.77,313,5.0,69,2023-10-13,用起来很方便，推荐
P205612,苹果 咖啡 Pro,咖啡,新款知名品牌 咖啡，采用先进工艺，品质保证。,290.21,1809,2.0,140,2025-02-11,不太符合预期
P269925,华为 运动鞋 经典款,运动鞋,知名品牌 运动鞋，精选优质材料，适合各类人群使用。,1206.86,358,3.5,442,2024-02-12,有点小瑕疵，但总体还行
P262003,OPPO 电饭煲 Pro,电饭煲,新款知名品牌 电饭煲，采用先进工艺，品质保证。,922.69,312,3.0,260,2024-10-15,有点小瑕疵，但总体还行
P274962,小米 儿童玩具 新款,儿童玩具,新款知名品牌 儿童玩具，采用先进工艺，品质保证。,506.29,379,4.5,81,2024-12-09,质量很好，非常满意
P445176,苹果 吸尘器 新款,吸尘器,新款知名品牌 吸尘器，采用先进工艺，品质保证。,535.07,215,4.5,633,2024-04-27,用起来很方便，推荐
P151943,苹果 牛仔裤 新款,牛仔裤,知名品牌 牛仔裤，精选优质材料，适合各类人群使用。,663.72,114,4.5,837,2024-01-16,性价比高，值得购买
P132583,梦洁 床上四件套 青春版,床上四件套,富安娜出品床上四件套，深受消费者喜爱，口碑之选。,54.82,254,2.5,593,2023-12-28,不太符合预期
P714748,vivo 口红 Pro,口红,新款知名品牌 口红，采用先进工艺，品质保证。,428.86,495,4.0,962,2024-10-01,质量很好，非常满意
P701570,华为 牛奶 经典款,牛奶,新款知名品牌 牛奶，采用先进工艺，品质保证。,177.31,170,4.5,369,2024-08-09,质量很好，非常满意
P927554,百草味 休闲零食 青春版,休闲零食,徐福记 休闲零食，精选优质材料，适合各类人群使用。,841.73,1803,3.5,962,2025-06-01,和描述的一致，不错
P245366,资生堂 保湿面霜 Pro,保湿面霜,新款资生堂 保湿面霜，采用先进工艺，品质保证。,1589.79,174,3.0,25,2025-08-03,有点小瑕疵，但总体还行
P249835,苹果 婴儿奶粉 Pro,婴儿奶粉,新款知名品牌 婴儿奶粉，采用先进工艺，品质保证。,211.69,436,4.0,803,2025-02-25,质量很好，非常满意
P499820,vivo 牛奶 Pro,牛奶,知名品牌出品牛奶，深受消费者喜爱，口碑之选。,960.3,4345,4.5,561,2025-07-11,性价比高，值得购买
P275100,苹果 咖啡 Pro,咖啡,知名品牌 咖啡，精选优质材料，适合各类人群使用。,15.87,4131,3.5,945,2023-12-05,有点小瑕疵，但总体还行
P396643,小米 口红 Pro,口红,知名品牌出品口红，深受消费者喜爱，口碑之选。,411.48,87,4.0,158,2023-09-27,质量很好，非常满意
P233796,苹果 牛奶 Pro,牛奶,知名品牌出品牛奶，深受消费者喜爱，口碑之选。,785.48,370,4.0,508,2024-08-27,用起来很方便，推荐
P550367,洽洽 休闲零食 经典款,休闲零食,百草味出品休闲零食，深受消费者喜爱，口碑之选。,704.58,87,4.0,67,2023-08-16,性价比高，值得购买
P562951,vivo 女士连衣裙 Pro,女士连衣裙,知名品牌出品女士连衣裙，深受消费者喜爱，口碑之选。,233.75,90,3.0,752,2024-08-17,有点小瑕疵，但总体还行
P293530,vivo 智能手表 新款,智能手表,新款知名品牌 智能手表，采用先进工艺，品质保证。,2908.82,51,4.5,548,2025-05-15,用起来很方便，推荐
P885931,华为 咖啡 经典款,咖啡,知名品牌出品咖啡，深受消费者喜爱，口碑之选。,70.39,86,3.5,392,2024-12-05,有点小瑕疵，但总体还行
P536080,小米 平板电脑 Pro,平板电脑,知名品牌出品平板电脑，深受消费者喜爱，口碑之选。,5999.79,418,4.5,599,2023-09-20,用起来很方便，推荐
P508673,OPPO 台灯 Pro,台灯,知名品牌 台灯，精选优质材料，适合各类人群使用。,849.95,406,3.0,105,2023-11-23,和描述的一致，不错
P415976,华为 笔记本电脑 新款,笔记本电脑,新款惠普 笔记本电脑，采用先进工艺，品质保证。,10913.84,400,3.5,836,2025-07-12,有点小瑕疵，但总体还行
P596617,小米 婴儿奶粉 Pro,婴儿奶粉,知名品牌 婴儿奶粉，精选优质材料，适合各类人群使用。,216.56,128,4.5,720,2024-10-15,用起来很方便，推荐
P223838,苹果 口红 新款,口红,知名品牌 口红，精选优质材料，适合各类人群使用。,252.88,378,4.0,669,2024-09-01,性价比高，值得购买
P330144,苹果 平板电脑 新款,平板电脑,知名品牌出品平板电脑，深受消费者喜爱，口碑之选。,1912.33,139,3.0,445,2024-03-22,和描述的一致，不错
P930037,苹果 水果礼盒 Pro,水果礼盒,新款知名品牌 水果礼盒，采用先进工艺，品质保证。,32.62,392,3.5,649,2023-09-20,和描述的一致，不错
P354197,小米 牛仔裤 青春版,牛仔裤,知名品牌 牛仔裤，精选优质材料，适合各类人群使用。,796.63,257,5.0,576,2024-03-12,性价比高，值得购买
P709655,小米 纸尿裤 Pro,纸尿裤,知名品牌出品纸尿裤，深受消费者喜爱，口碑之选。,697.27,87,4.5,239,2024-04-02,用起来很方便，推荐
P689042,OPPO 水果礼盒 Pro,水果礼盒,知名品牌出品水果礼盒，深受消费者喜爱，口碑之选。,845.61,485,2.5,618,2023-10-09,不太符合预期
P512356,小米 智能手表 新款,智能手表,新款知名品牌 智能手表，采用先进工艺，品质保证。,725.07,247,2.5,465,2024-11-29,不太符合预期
P373110,OPPO 婴儿奶粉 Pro,婴儿奶粉,知名品牌 婴儿奶粉，精选优质材料，适合各类人群使用。,984.41,54,4.5,236,2025-02-22,质量很好，非常满意
P972902,vivo 智能手机 青春版,智能手机,vivo 智能手机，精选优质材料，适合各类人群使用。,4997.47,200,3.0,574,2025-03-09,和描述的一致，不错
P611771,OPPO 婴儿车 新款,婴儿车,知名品牌出品婴儿车，深受消费者喜爱，口碑之选。,292.83,274,3.0,420,2025-01-10,和描述的一致，不错
P972219,华为 平板电脑 Pro,平板电脑,新款知名品牌 平板电脑，采用先进工艺，品质保证。,4285.11,12933,4.0,103,2024-04-13,质量很好，非常满意
P767208,vivo 婴儿车 经典款,婴儿车,知名品牌 婴儿车，精选优质材料，适合各类人群使用。,958.1,376,3.5,250,2025-01-20,和描述的一致，不错
P364858,华为 平板电脑 Pro,平板电脑,知名品牌 平板电脑，精选优质材料，适合各类人群使用。,3595.76,34,4.5,937,2023-12-26,用起来很方便，推荐
P226978,苹果 纸尿裤 新款,纸尿裤,知名品牌 纸尿裤，精选优质材料，适合各类人群使用。,656.57,426,4.0,645,2023-10-31,用起来很方便，推荐
P235033,华为 笔记本电脑 经典款,笔记本电脑,新款苹果 笔记本电脑，采用先进工艺，品质保证。,10002.33,153,4.5,783,2024-11-19,用起来很方便，推荐
P207215,梦洁 床上四件套 经典款,床上四件套,新款多喜爱 床上四件套，采用先进工艺，品质保证。,557.64,18,3.5,96,2024-08-30,和描述的一致，不错
P121201,苹果 口红 Pro,口红,知名品牌出品口红，深受消费者喜爱，口碑之选。,205.88,4932,4.5,293,2024-02-19,性价比高，值得购买
P525680,戴尔 笔记本电脑 青春版,笔记本电脑,惠普出品笔记本电脑，深受消费者喜爱，口碑之选。,10867.74,303,4.5,89,2024-06-23,用起来很方便，推荐
P862595,华为 女士连衣裙 青春版,女士连衣裙,知名品牌 女士连衣裙，精选优质材料，适合各类人群使用。,660.3,387,3.5,990,2024-01-03,和描述的一致，不错
P446367,vivo 口红 新款,口红,新款知名品牌 口红，采用先进工艺，品质保证。,238.92,28,4.5,790,2025-08-05,质量很好，非常满意
P471675,苹果 口红 新款,口红,知名品牌出品口红，深受消费者喜爱，口碑之选。,327.48,1631,4.5,421,2024-12-29,质量很好，非常满意
P168630,优衣库 男士T恤 Pro,男士T恤,新款ZARA 男士T恤，采用先进工艺，品质保证。,298.89,384,4.5,660,2024-08-30,性价比高，值得购买
P749114,苹果 智能手表 青春版,智能手表,知名品牌出品智能手表，深受消费者喜爱，口碑之选。,974.94,292,4.0,445,2025-05-06,质量很好，非常满意
P117478,苹果 台灯 经典款,台灯,知名品牌 台灯，精选优质材料，适合各类人群使用。,874.15,1724,4.5,40,2025-04-13,质量很好，非常满意
P843537,华为 牛仔裤 青春版,牛仔裤,新款知名品牌 牛仔裤，采用先进工艺，品质保证。,451.36,81,4.0,241,2024-06-29,用起来很方便，推荐
P701384,OPPO 吸尘器 经典款,吸尘器,知名品牌出品吸尘器，深受消费者喜爱，口碑之选。,355.9,3401,3.5,776,2025-04-05,有点小瑕疵，但总体还行
P658467,苹果 运动鞋 新款,运动鞋,知名品牌出品运动鞋，深受消费者喜爱，口碑之选。,490.59,55,5.0,474,2024-04-03,用起来很方便，推荐
P606162,苹果 婴儿奶粉 Pro,婴儿奶粉,知名品牌出品婴儿奶粉，深受消费者喜爱，口碑之选。,458.9,674,3.5,699,2023-08-29,有点小瑕疵，但总体还行
P480834,华为 纸尿裤 青春版,纸尿裤,新款知名品牌 纸尿裤，采用先进工艺，品质保证。,77.47,153,3.0,320,2024-01-14,有点小瑕疵，但总体还行
P824709,苹果 防晒霜 青春版,防晒霜,知名品牌出品防晒霜，深受消费者喜爱，口碑之选。,367.64,213,3.0,622,2024-11-25,有点小瑕疵，但总体还行
P205499,苹果 口红 Pro,口红,知名品牌 口红，精选优质材料，适合各类人群使用。,372.41,4742,4.5,630,2024-12-08,性价比高，值得购买
P260383,OPPO 水果礼盒 Pro,水果礼盒,新款知名品牌 水果礼盒，采用先进工艺，品质保证。,234.09,431,3.5,473,2024-07-17,和描述的一致，不错
P981891,华为 牛仔裤 新款,牛仔裤,知名品牌 牛仔裤，精选优质材料，适合各类人群使用。,629.69,2048,5.0,118,2024-12-16,用起来很方便，推荐
P397862,小米 纸尿裤 青春版,纸尿裤,知名品牌出品纸尿裤，深受消费者喜爱，口碑之选。,207.33,256,3.5,351,2024-08-24,有点小瑕疵，但总体还行
P766678,OPPO 女士连衣裙 Pro,女士连衣裙,知名品牌出品女士连衣裙，深受消费者喜爱，口碑之选。,375.25,292,3.0,580,2025-03-10,有点小瑕疵，但总体还行
P189014,多喜爱 床上四件套 经典款,床上四件套,新款梦洁 床上四件套，采用先进工艺，品质保证。,72.91,342,4.5,811,2024-03-08,性价比高，值得购买
P141453,OPPO 智能手机 经典款,智能手机,vivo 智能手机，精选优质材料，适合各类人群使用。,3161.79,70,4.0,899,2025-04-19,质量很好，非常满意
P840579,华为 吸尘器 新款,吸尘器,知名品牌 吸尘器，精选优质材料，适合各类人群使用。,849.99,370,2.5,987,2024-02-14,不太符合预期
P480270,vivo 口红 Pro,口红,新款知名品牌 口红，采用先进工艺，品质保证。,409.8,3979,4.5,726,2023-11-10,性价比高，值得购买
P462942,vivo 电饭煲 青春版,电饭煲,新款知名品牌 电饭煲，采用先进工艺，品质保证。,818.41,151,5.0,669,2024-08-13,用起来很方便，推荐
P719932,OPPO 防晒霜 新款,防晒霜,知名品牌出品防晒霜，深受消费者喜爱，口碑之选。,42.43,204,4.5,141,2024-04-28,用起来很方便，推荐
P211295,苹果 牛仔裤 青春版,牛仔裤,知名品牌 牛仔裤，精选优质材料，适合各类人群使用。,395.75,179,4.0,996,2024-10-04,性价比高，值得购买
P437415,vivo 咖啡 青春版,咖啡,知名品牌 咖啡，精选优质材料，适合各类人群使用。,423.79,177,3.5,591,2024-01-12,有点小瑕疵，但总体还行
P193373,苹果 洗发水 经典款,洗发水,知名品牌 洗发水，精选优质材料，适合各类人群使用。,627.53,431,4.5,768,2024-01-01,性价比高，值得购买
P492138,小米 口红 青春版,口红,新款知名品牌 口红，采用先进工艺，品质保证。,105.12,381,1.5,904,2025-02-28,不太符合预期
P321222,三只松鼠 休闲零食 青春版,休闲零食,洽洽 休闲零食，精选优质材料，适合各类人群使用。,541.48,1164,5.0,71,2024-06-12,性价比高，值得购买
P953519,相宜本草 保湿面霜 经典款,保湿面霜,相宜本草 保湿面霜，精选优质材料，适合各类人群使用。,1784.06,2523,5.0,318,2025-01-28,性价比高，值得购买
P220686,戴尔 笔记本电脑 青春版,笔记本电脑,联想出品笔记本电脑，深受消费者喜爱，口碑之选。,8442.95,42,4.0,244,2025-06-25,质量很好，非常满意
P924883,苹果 水果礼盒 青春版,水果礼盒,知名品牌出品水果礼盒，深受消费者喜爱，口碑之选。,354.2,1397,5.0,692,2025-03-18,性价比高，值得购买
P691806,OPPO 平板电脑 Pro,平板电脑,知名品牌出品平板电脑，深受消费者喜爱，口碑之选。,3075.37,328,3.0,57,2024-12-15,和描述的一致，不错
P275661,联想 笔记本电脑 Pro,笔记本电脑,新款戴尔 笔记本电脑，采用先进工艺，品质保证。,13574.63,439,4.5,382,2025-05-12,质量很好，非常满意
P536887,华为 咖啡 经典款,咖啡,新款知名品牌 咖啡，采用先进工艺，品质保证。,948.92,475,3.5,259,2025-01-14,和描述的一致，不错
P951534,华为 台灯 经典款,台灯,知名品牌 台灯，精选优质材料，适合各类人群使用。,183.76,1188,3.5,972,2025-07-03,有点小瑕疵，但总体还行
P813264,OPPO 牛奶 新款,牛奶,知名品牌出品牛奶，深受消费者喜爱，口碑之选。,939.04,272,4.0,675,2024-05-18,质量很好，非常满意
P152508,苹果 防晒霜 经典款,防晒霜,知名品牌出品防晒霜，深受消费者喜爱，口碑之选。,544.32,2779,1.5,978,2025-01-05,不太符合预期
P374372,OPPO 咖啡 青春版,咖啡,知名品牌 咖啡，精选优质材料，适合各类人群使用。,502.92,270,4.0,879,2024-02-24,性价比高，值得购买
P273650,OPPO 电饭煲 青春版,电饭煲,知名品牌 电饭煲，精选优质材料，适合各类人群使用。,363.26,4467,3.0,904,2024-09-30,和描述的一致，不错
P632811,小米 儿童玩具 Pro,儿童玩具,知名品牌出品儿童玩具，深受消费者喜爱，口碑之选。,171.47,4280,4.0,617,2025-03-30,质量很好，非常满意
P898012,苹果 水果礼盒 青春版,水果礼盒,知名品牌出品水果礼盒，深受消费者喜爱，口碑之选。,282.84,374,4.5,963,2024-09-06,质量很好，非常满意
P446791,华为 婴儿奶粉 新款,婴儿奶粉,新款知名品牌 婴儿奶粉，采用先进工艺，品质保证。,953.67,263,4.0,157,2024-10-09,质量很好，非常满意
P865853,OPPO 智能手机 经典款,智能手机,苹果出品智能手机，深受消费者喜爱，口碑之选。,7505.05,55,3.0,15,2025-05-11,和描述的一致，不错
P186067,惠普 笔记本电脑 Pro,笔记本电脑,新款苹果 笔记本电脑，采用先进工艺，品质保证。,8665.78,299,4.5,54,2025-03-07,质量很好，非常满意
P241834,戴尔 笔记本电脑 经典款,笔记本电脑,新款苹果 笔记本电脑，采用先进工艺，品质保证。,14566.39,344,3.5,123,2024-11-06,有点小瑕疵，但总体还行
P801230,小米 口红 新款,口红,知名品牌出品口红，深受消费者喜爱，口碑之选。,298.68,434,3.0,388,2024-12-24,有点小瑕疵，但总体还行
P297908,vivo 防晒霜 Pro,防晒霜,新款知名品牌 防晒霜，采用先进工艺，品质保证。,655.25,739,3.5,148,2025-07-16,有点小瑕疵，但总体还行
P546811,华为 平板电脑 经典款,平板电脑,知名品牌出品平板电脑，深受消费者喜爱，口碑之选。,3696.52,4194,5.0,385,2025-05-18,性价比高，值得购买
P668202,苹果 吸尘器 Pro,吸尘器,新款知名品牌 吸尘器，采用先进工艺，品质保证。,399.17,495,4.5,442,2024-01-16,性价比高，值得购买
P643556,罗莱家纺 床上四件套 青春版,床上四件套,水星家纺出品床上四件套，深受消费者喜爱，口碑之选。,976.97,6499,5.0,674,2024-12-21,用起来很方便，推荐
P630919,苹果 笔记本电脑 Pro,笔记本电脑,戴尔出品笔记本电脑，深受消费者喜爱，口碑之选。,3613.72,325,3.5,195,2024-12-30,有点小瑕疵，但总体还行
P403584,vivo 智能手表 经典款,智能手表,新款知名品牌 智能手表，采用先进工艺，品质保证。,1221.3,190,4.0,611,2023-11-08,用起来很方便，推荐
P638337,华为 牛奶 新款,牛奶,知名品牌 牛奶，精选优质材料，适合各类人群使用。,804.15,460,3.5,63,2025-05-21,和描述的一致，不错
P683038,vivo 女士连衣裙 Pro,女士连衣裙,知名品牌 女士连衣裙，精选优质材料，适合各类人群使用。,775.37,127,4.0,407,2024-11-15,用起来很方便，推荐
P905719,华为 智能手表 Pro,智能手表,知名品牌 智能手表，精选优质材料，适合各类人群使用。,1773.22,427,5.0,706,2025-05-18,质量很好，非常满意
P537478,小米 平板电脑 新款,平板电脑,知名品牌出品平板电脑，深受消费者喜爱，口碑之选。,4036.98,130,4.5,77,2024-05-12,性价比高，值得购买
P582926,OPPO 女士连衣裙 青春版,女士连衣裙,新款知名品牌 女士连衣裙，采用先进工艺，品质保证。,683.17,415,3.5,334,2024-11-27,有点小瑕疵，但总体还行
P130370,OPPO 婴儿车 青春版,婴儿车,知名品牌 婴儿车，精选优质材料，适合各类人群使用。,139.02,4622,4.5,882,2025-04-26,质量很好，非常满意
P384931,百草味 休闲零食 Pro,休闲零食,新款洽洽 休闲零食，采用先进工艺，品质保证。,208.38,392,3.5,675,2023-09-22,和描述的一致，不错
P430878,小米 婴儿奶粉 Pro,婴儿奶粉,新款知名品牌 婴儿奶粉，采用先进工艺，品质保证。,808.54,147,4.0,280,2024-03-29,用起来很方便，推荐
P903359,苹果 笔记本电脑 青春版,笔记本电脑,联想出品笔记本电脑，深受消费者喜爱，口碑之选。,10774.87,343,4.5,599,2024-09-02,性价比高，值得购买
P476279,H&M 男士T恤 经典款,男士T恤,ZARA 男士T恤，精选优质材料，适合各类人群使用。,153.26,402,4.0,812,2025-01-24,性价比高，值得购买
P237269,华为 咖啡 青春版,咖啡,新款知名品牌 咖啡，采用先进工艺，品质保证。,742.91,350,1.5,895,2024-01-21,不太符合预期
P587664,华为 牛奶 Pro,牛奶,知名品牌 牛奶，精选优质材料，适合各类人群使用。,23.76,954,4.5,529,2024-03-14,质量很好，非常满意
