商品ID,商品名称,类别,描述,价格,销量,评分,库存,上架时间,用户评论
P409467,小米 防晒霜 Pro,防晒霜,新款知名品牌 防晒霜，采用先进工艺，品质保证。,324.89,294,5.0,808,2023-11-15,用起来很方便，推荐
P446845,华为 笔记本电脑 Pro,笔记本电脑,新款戴尔 笔记本电脑，采用先进工艺，品质保证。,14172.19,1298,2.0,21,2024-03-26,不太符合预期
P854216,华为 咖啡 经典款,咖啡,知名品牌出品咖啡，深受消费者喜爱，口碑之选。,964.15,344,4.0,332,2024-10-09,质量很好，非常满意
P840463,OPPO 电饭煲 经典款,电饭煲,知名品牌出品电饭煲，深受消费者喜爱，口碑之选。,91.79,203,4.0,707,2024-01-27,用起来很方便，推荐
P563731,华为 婴儿奶粉 经典款,婴儿奶粉,新款知名品牌 婴儿奶粉，采用先进工艺，品质保证。,190.62,487,4.0,768,2025-01-13,质量很好，非常满意
P156269,华为 智能手表 青春版,智能手表,知名品牌出品智能手表，深受消费者喜爱，口碑之选。,2503.88,397,4.0,958,2024-06-09,性价比高，值得购买
P983670,vivo 咖啡 新款,咖啡,知名品牌 咖啡，精选优质材料，适合各类人群使用。,894.46,439,4.5,440,2024-07-25,性价比高，值得购买
P525164,OPPO 咖啡 Pro,咖啡,知名品牌出品咖啡，深受消费者喜爱，口碑之选。,915.14,2137,3.5,164,2024-03-08,有点小瑕疵，但总体还行
P255013,OPPO 洗发水 经典款,洗发水,知名品牌 洗发水，精选优质材料，适合各类人群使用。,776.79,4846,4.0,812,2024-11-28,用起来很方便，推荐
P433182,OPPO 婴儿奶粉 新款,婴儿奶粉,知名品牌出品婴儿奶粉，深受消费者喜爱，口碑之选。,589.27,269,3.5,714,2024-11-02,有点小瑕疵，但总体还行
P402378,vivo 女士连衣裙 经典款,女士连衣裙,知名品牌出品女士连衣裙，深受消费者喜爱，口碑之选。,276.75,3926,4.0,848,2023-12-12,质量很好，非常满意
P525777,vivo 智能手机 新款,智能手机,华为出品智能手机，深受消费者喜爱，口碑之选。,4151.16,212,2.0,694,2024-08-02,不太符合预期
P393984,水星家纺 床上四件套 青春版,床上四件套,富安娜出品床上四件套，深受消费者喜爱，口碑之选。,636.71,745,5.0,841,2025-05-07,质量很好，非常满意
P301254,苹果 咖啡 青春版,咖啡,新款知名品牌 咖啡，采用先进工艺，品质保证。,398.18,1322,3.0,17,2025-07-25,和描述的一致，不错
P996362,小米 平板电脑 Pro,平板电脑,知名品牌出品平板电脑，深受消费者喜爱，口碑之选。,5840.8,420,5.0,581,2024-12-14,性价比高，值得购买
P285796,苹果 吸尘器 经典款,吸尘器,新款知名品牌 吸尘器，采用先进工艺，品质保证。,80.88,777,2.5,405,2025-02-11,不太符合预期
P473978,小米 智能手表 青春版,智能手表,知名品牌出品智能手表，深受消费者喜爱，口碑之选。,2343.5,399,4.0,737,2024-05-07,性价比高，值得购买
P171452,华为 婴儿车 新款,婴儿车,知名品牌 婴儿车，精选优质材料，适合各类人群使用。,955.88,201,5.0,49,2024-05-30,性价比高，值得购买
P532544,vivo 口红 经典款,口红,新款知名品牌 口红，采用先进工艺，品质保证。,486.6,117,3.0,411,2024-01-18,有点小瑕疵，但总体还行
P611910,华为 婴儿奶粉 经典款,婴儿奶粉,知名品牌出品婴儿奶粉，深受消费者喜爱，口碑之选。,706.5,63,4.5,66,2024-11-10,质量很好，非常满意
P809422,vivo 口红 新款,口红,知名品牌出品口红，深受消费者喜爱，口碑之选。,132.22,2896,4.5,44,2024-04-27,质量很好，非常满意
P821899,徐福记 休闲零食 青春版,休闲零食,徐福记出品休闲零食，深受消费者喜爱，口碑之选。,932.65,118,5.0,531,2023-11-06,用起来很方便，推荐
P844413,华为 笔记本电脑 Pro,笔记本电脑,苹果 笔记本电脑，精选优质材料，适合各类人群使用。,11390.46,270,4.5,330,2025-04-04,性价比高，值得购买
P454792,苹果 咖啡 新款,咖啡,知名品牌出品咖啡，深受消费者喜爱，口碑之选。,377.17,288,2.5,282,2025-04-16,不太符合预期
P140629,华为 咖啡 经典款,咖啡,知名品牌出品咖啡，深受消费者喜爱，口碑之选。,36.46,3934,4.5,11,2024-05-07,质量很好，非常满意
P695361,小米 纸尿裤 Pro,纸尿裤,知名品牌出品纸尿裤，深受消费者喜爱，口碑之选。,959.73,17,5.0,601,2024-02-22,质量很好，非常满意
P188964,徐福记 休闲零食 新款,休闲零食,百草味 休闲零食，精选优质材料，适合各类人群使用。,344.63,265,4.0,351,2023-09-16,性价比高，值得购买
P357376,耐克 男士T恤 新款,男士T恤,杰克琼斯 男士T恤，精选优质材料，适合各类人群使用。,66.99,51,2.5,907,2023-09-12,不太符合预期
P906658,华为 吸尘器 经典款,吸尘器,新款知名品牌 吸尘器，采用先进工艺，品质保证。,25.36,1523,5.0,892,2024-07-15,用起来很方便，推荐
P673542,苹果 口红 新款,口红,知名品牌出品口红，深受消费者喜爱，口碑之选。,434.49,137,4.0,759,2024-12-20,质量很好，非常满意
P575178,OPPO 防晒霜 青春版,防晒霜,新款知名品牌 防晒霜，采用先进工艺，品质保证。,622.1,1331,4.0,705,2024-08-06,性价比高，值得购买
P229588,vivo 儿童玩具 Pro,儿童玩具,新款知名品牌 儿童玩具，采用先进工艺，品质保证。,355.02,1311,5.0,345,2024-01-29,用起来很方便，推荐
P989690,OPPO 儿童玩具 经典款,儿童玩具,知名品牌出品儿童玩具，深受消费者喜爱，口碑之选。,427.65,1224,5.0,506,2024-06-27,用起来很方便，推荐
P986231,苹果 平板电脑 新款,平板电脑,新款知名品牌 平板电脑，采用先进工艺，品质保证。,3597.75,315,4.0,776,2024-12-16,用起来很方便，推荐
P885353,良品铺子 休闲零食 新款,休闲零食,新款三只松鼠 休闲零食，采用先进工艺，品质保证。,802.1,4211,4.5,827,2025-07-30,性价比高，值得购买
P286821,华为 牛奶 青春版,牛奶,知名品牌出品牛奶，深受消费者喜爱，口碑之选。,566.66,18293,5.0,198,2023-11-03,质量很好，非常满意
P514403,杰克琼斯 男士T恤 经典款,男士T恤,新款耐克 男士T恤，采用先进工艺，品质保证。,57.2,408,4.0,941,2025-05-14,用起来很方便，推荐
P390339,OPPO 女士连衣裙 经典款,女士连衣裙,知名品牌 女士连衣裙，精选优质材料，适合各类人群使用。,758.87,472,4.5,391,2024-07-02,用起来很方便，推荐
P673330,vivo 电饭煲 经典款,电饭煲,知名品牌 电饭煲，精选优质材料，适合各类人群使用。,193.59,177,3.0,362,2025-04-08,和描述的一致，不错
P439908,苹果 台灯 经典款,台灯,知名品牌出品台灯，深受消费者喜爱，口碑之选。,91.38,1,2.5,137,2025-03-20,不太符合预期
P954424,OPPO 运动鞋 青春版,运动鞋,知名品牌出品运动鞋，深受消费者喜爱，口碑之选。,632.41,362,5.0,850,2024-04-04,用起来很方便，推荐
P685686,OPPO 水果礼盒 经典款,水果礼盒,知名品牌 水果礼盒，精选优质材料，适合各类人群使用。,751.92,132,3.5,719,2024-03-10,和描述的一致，不错
P717038,苹果 纸尿裤 新款,纸尿裤,知名品牌出品纸尿裤，深受消费者喜爱，口碑之选。,136.35,458,4.5,327,2025-02-21,用起来很方便，推荐
P980080,vivo 水果礼盒 青春版,水果礼盒,知名品牌 水果礼盒，精选优质材料，适合各类人群使用。,40.55,4602,3.5,765,2024-10-28,有点小瑕疵，但总体还行
P247162,苹果 台灯 经典款,台灯,知名品牌出品台灯，深受消费者喜爱，口碑之选。,683.1,1552,5.0,386,2023-12-21,性价比高，值得购买
P102877,良品铺子 休闲零食 Pro,休闲零食,徐福记 休闲零食，精选优质材料，适合各类人群使用。,629.84,116,4.0,733,2024-11-09,性价比高，值得购买
P585514,小米 平板电脑 经典款,平板电脑,知名品牌 平板电脑，精选优质材料，适合各类人群使用。,4417.65,4606,4.5,922,2024-12-09,用起来很方便，推荐
P267885,vivo 纸尿裤 青春版,纸尿裤,新款知名品牌 纸尿裤，采用先进工艺，品质保证。,709.31,161,3.5,624,2023-12-11,有点小瑕疵，但总体还行
P578134,苹果 洗发水 经典款,洗发水,知名品牌出品洗发水，深受消费者喜爱，口碑之选。,750.67,219,4.5,422,2024-11-23,用起来很方便，推荐
P867606,苹果 牛仔裤 青春版,牛仔裤,知名品牌 牛仔裤，精选优质材料，适合各类人群使用。,620.55,344,5.0,261,2024-12-24,质量很好，非常满意
P216467,苹果 牛奶 Pro,牛奶,新款知名品牌 牛奶，采用先进工艺，品质保证。,627.36,216,4.0,203,2025-01-07,性价比高，值得购买
P278628,vivo 口红 青春版,口红,知名品牌 口红，精选优质材料，适合各类人群使用。,360.19,327,3.0,58,2024-09-23,和描述的一致，不错
P953975,小米 儿童玩具 Pro,儿童玩具,知名品牌 儿童玩具，精选优质材料，适合各类人群使用。,774.03,368,4.5,68,2024-02-22,质量很好，非常满意
P628088,华为 婴儿奶粉 青春版,婴儿奶粉,知名品牌 婴儿奶粉，精选优质材料，适合各类人群使用。,518.26,2153,3.5,497,2023-10-28,有点小瑕疵，但总体还行
P153864,苹果 台灯 青春版,台灯,知名品牌出品台灯，深受消费者喜爱，口碑之选。,334.6,366,4.0,628,2025-08-06,用起来很方便，推荐
P668645,相宜本草 保湿面霜 Pro,保湿面霜,新款雅诗兰黛 保湿面霜，采用先进工艺，品质保证。,1540.1,745,2.5,301,2023-11-29,不太符合预期
P754334,雅诗兰黛 保湿面霜 青春版,保湿面霜,资生堂 保湿面霜，精选优质材料，适合各类人群使用。,1195.84,320,4.5,94,2024-06-19,用起来很方便，推荐
P259919,华为 平板电脑 新款,平板电脑,新款知名品牌 平板电脑，采用先进工艺，品质保证。,5903.99,176,3.5,161,2024-03-29,和描述的一致，不错
P707187,OPPO 电饭煲 Pro,电饭煲,新款知名品牌 电饭煲，采用先进工艺，品质保证。,661.71,2158,4.5,686,2023-12-05,性价比高，值得购买
P235939,小米 婴儿车 新款,婴儿车,新款知名品牌 婴儿车，采用先进工艺，品质保证。,788.9,2411,1.5,239,2024-12-21,不太符合预期
P519198,华为 平板电脑 青春版,平板电脑,新款知名品牌 平板电脑，采用先进工艺，品质保证。,5137.52,2745,4.5,623,2024-12-11,质量很好，非常满意
P931749,苹果 智能手机 Pro,智能手机,vivo 智能手机，精选优质材料，适合各类人群使用。,7671.2,42,2.5,659,2025-04-15,不太符合预期
P635216,vivo 牛仔裤 青春版,牛仔裤,新款知名品牌 牛仔裤，采用先进工艺，品质保证。,769.36,399,4.0,128,2024-07-20,质量很好，非常满意
P197583,华为 电饭煲 Pro,电饭煲,知名品牌 电饭煲，精选优质材料，适合各类人群使用。,164.86,4622,5.0,373,2025-02-15,用起来很方便，推荐
P505129,苹果 智能手机 青春版,智能手机,新款OPPO 智能手机，采用先进工艺，品质保证。,2684.69,2761,4.0,119,2023-10-20,用起来很方便，推荐
P447556,华为 智能手机 Pro,智能手机,华为出品智能手机，深受消费者喜爱，口碑之选。,4491.13,396,3.5,435,2023-11-03,有点小瑕疵，但总体还行
P276237,vivo 水果礼盒 经典款,水果礼盒,知名品牌 水果礼盒，精选优质材料，适合各类人群使用。,168.63,125,3.0,311,2024-04-30,有点小瑕疵，但总体还行
P711272,华为 水果礼盒 Pro,水果礼盒,知名品牌出品水果礼盒，深受消费者喜爱，口碑之选。,922.71,411,5.0,147,2025-07-29,质量很好，非常满意
P105745,vivo 电饭煲 经典款,电饭煲,新款知名品牌 电饭煲，采用先进工艺，品质保证。,349.51,369,4.0,88,2024-04-03,质量很好，非常满意
P850518,苹果 牛仔裤 经典款,牛仔裤,知名品牌出品牛仔裤，深受消费者喜爱，口碑之选。,162.46,482,3.5,488,2024-08-08,有点小瑕疵，但总体还行
P332789,华为 吸尘器 Pro,吸尘器,知名品牌 吸尘器，精选优质材料，适合各类人群使用。,16.68,171,5.0,83,2023-11-16,性价比高，值得购买
P139422,洽洽 休闲零食 经典款,休闲零食,良品铺子出品休闲零食，深受消费者喜爱，口碑之选。,624.12,2326,5.0,873,2025-04-14,质量很好，非常满意
P797801,华为 笔记本电脑 新款,笔记本电脑,新款惠普 笔记本电脑，采用先进工艺，品质保证。,14017.95,2648,4.5,183,2025-07-13,性价比高，值得购买
P482332,小米 运动鞋 新款,运动鞋,知名品牌出品运动鞋，深受消费者喜爱，口碑之选。,1177.73,139,4.5,103,2024-12-22,用起来很方便，推荐
P778270,vivo 智能手机 新款,智能手机,新款小米 智能手机，采用先进工艺，品质保证。,6240.02,39,5.0,232,2025-05-31,用起来很方便，推荐
P283132,OPPO 婴儿奶粉 Pro,婴儿奶粉,新款知名品牌 婴儿奶粉，采用先进工艺，品质保证。,586.59,211,3.0,852,2023-12-30,和描述的一致，不错
P155538,vivo 防晒霜 经典款,防晒霜,新款知名品牌 防晒霜，采用先进工艺，品质保证。,781.68,332,4.0,290,2024-08-23,性价比高，值得购买
P249097,小米 牛奶 青春版,牛奶,知名品牌 牛奶，精选优质材料，适合各类人群使用。,154.37,411,4.5,696,2024-12-24,用起来很方便，推荐
P495200,苹果 智能手机 经典款,智能手机,新款华为 智能手机，采用先进工艺，品质保证。,2860.22,353,4.0,785,2025-03-01,用起来很方便，推荐
P215269,vivo 女士连衣裙 青春版,女士连衣裙,知名品牌 女士连衣裙，精选优质材料，适合各类人群使用。,317.41,469,5.0,373,2024-11-05,质量很好，非常满意
P829046,三只松鼠 休闲零食 Pro,休闲零食,三只松鼠 休闲零食，精选优质材料，适合各类人群使用。,470.22,46,4.5,49,2024-03-30,质量很好，非常满意
P266975,小米 台灯 青春版,台灯,知名品牌出品台灯，深受消费者喜爱，口碑之选。,12.07,396,4.5,47,2023-10-20,性价比高，值得购买
P505181,华为 女士连衣裙 经典款,女士连衣裙,知名品牌出品女士连衣裙，深受消费者喜爱，口碑之选。,602.38,332,4.0,756,2024-11-16,用起来很方便，推荐
P776810,OPPO 儿童玩具 经典款,儿童玩具,知名品牌 儿童玩具，精选优质材料，适合各类人群使用。,954.97,2,4.0,294,2025-08-04,用起来很方便，推荐
P181083,OPPO 运动鞋 青春版,运动鞋,知名品牌出品运动鞋，深受消费者喜爱，口碑之选。,718.92,152,3.0,579,2025-07-23,有点小瑕疵，但总体还行
P425547,苹果 平板电脑 新款,平板电脑,知名品牌 平板电脑，精选优质材料，适合各类人群使用。,2434.82,239,3.0,712,2024-06-29,和描述的一致，不错
P241935,华为 牛奶 青春版,牛奶,知名品牌出品牛奶，深受消费者喜爱，口碑之选。,763.21,266,5.0,746,2023-12-13,质量很好，非常满意
P750659,苹果 运动鞋 Pro,运动鞋,新款知名品牌 运动鞋，采用先进工艺，品质保证。,1328.49,229,4.0,413,2025-01-25,用起来很方便，推荐
P277465,华为 防晒霜 经典款,防晒霜,知名品牌出品防晒霜，深受消费者喜爱，口碑之选。,341.96,241,2.0,644,2025-05-18,不太符合预期
P177999,OPPO 水果礼盒 经典款,水果礼盒,新款知名品牌 水果礼盒，采用先进工艺，品质保证。,749.12,423,4.5,197,2025-05-20,性价比高，值得购买
P748059,小米 女士连衣裙 青春版,女士连衣裙,知名品牌出品女士连衣裙，深受消费者喜爱，口碑之选。,234.73,160,3.5,45,2025-06-12,和描述的一致，不错
P856844,多喜爱 床上四件套 新款,床上四件套,新款水星家纺 床上四件套，采用先进工艺，品质保证。,605.57,412,3.0,106,2023-08-21,有点小瑕疵，但总体还行
P191003,华为 防晒霜 青春版,防晒霜,知名品牌 防晒霜，精选优质材料，适合各类人群使用。,908.66,115,4.5,882,2024-02-08,用起来很方便，推荐
P978382,富安娜 床上四件套 新款,床上四件套,多喜爱出品床上四件套，深受消费者喜爱，口碑之选。,709.72,1384,4.5,759,2024-08-04,用起来很方便，推荐
P468388,苹果 洗发水 Pro,洗发水,知名品牌 洗发水，精选优质材料，适合各类人群使用。,498.49,3,4.5,633,2025-02-27,质量很好，非常满意
P214715,苹果 运动鞋 新款,运动鞋,知名品牌 运动鞋，精选优质材料，适合各类人群使用。,594.43,348,2.0,139,2023-12-08,不太符合预期
P101094,vivo 咖啡 经典款,咖啡,新款知名品牌 咖啡，采用先进工艺，品质保证。,418.86,185,4.5,681,2025-01-03,质量很好，非常满意
P689597,vivo 婴儿车 经典款,婴儿车,知名品牌 婴儿车，精选优质材料，适合各类人群使用。,819.88,49,3.0,966,2025-02-25,和描述的一致，不错
P621220,小米 牛奶 青春版,牛奶,新款知名品牌 牛奶，采用先进工艺，品质保证。,674.77,122,4.5,337,2024-05-13,质量很好，非常满意
P965341,小米 口红 新款,口红,知名品牌 口红，精选优质材料，适合各类人群使用。,282.88,209,2.5,275,2024-01-16,不太符合预期
P860887,vivo 电饭煲 新款,电饭煲,知名品牌 电饭煲，精选优质材料，适合各类人群使用。,522.94,428,2.0,479,2024-01-24,不太符合预期
P489724,联想 笔记本电脑 经典款,笔记本电脑,苹果出品笔记本电脑，深受消费者喜爱，口碑之选。,11953.61,360,4.0,217,2024-12-10,质量很好，非常满意
P350407,OPPO 平板电脑 经典款,平板电脑,新款知名品牌 平板电脑，采用先进工艺，品质保证。,2622.18,406,4.0,695,2024-04-28,用起来很方便，推荐
P185072,多喜爱 床上四件套 新款,床上四件套,梦洁出品床上四件套，深受消费者喜爱，口碑之选。,482.3,334,3.5,426,2024-09-14,和描述的一致，不错
P409328,vivo 口红 新款,口红,知名品牌出品口红，深受消费者喜爱，口碑之选。,302.86,4384,2.5,311,2024-01-16,不太符合预期
P740820,ZARA 男士T恤 经典款,男士T恤,新款耐克 男士T恤，采用先进工艺，品质保证。,438.9,276,5.0,72,2024-04-19,性价比高，值得购买
P818076,华为 台灯 Pro,台灯,知名品牌 台灯，精选优质材料，适合各类人群使用。,276.27,151,4.0,524,2024-04-06,性价比高，值得购买
P749226,苹果 儿童玩具 Pro,儿童玩具,新款知名品牌 儿童玩具，采用先进工艺，品质保证。,871.97,341,4.5,251,2025-04-20,性价比高，值得购买
P845660,OPPO 智能手表 Pro,智能手表,新款知名品牌 智能手表，采用先进工艺，品质保证。,673.75,3422,4.5,79,2025-06-25,质量很好，非常满意
P332665,洽洽 休闲零食 青春版,休闲零食,新款百草味 休闲零食，采用先进工艺，品质保证。,245.22,2198,5.0,520,2025-07-26,用起来很方便，推荐
P801512,vivo 女士连衣裙 新款,女士连衣裙,知名品牌出品女士连衣裙，深受消费者喜爱，口碑之选。,175.12,222,4.0,278,2024-05-16,性价比高，值得购买
P436902,华为 牛仔裤 Pro,牛仔裤,知名品牌出品牛仔裤，深受消费者喜爱，口碑之选。,710.67,332,3.5,147,2025-07-23,和描述的一致，不错
P172086,苹果 纸尿裤 新款,纸尿裤,知名品牌出品纸尿裤，深受消费者喜爱，口碑之选。,599.63,360,3.5,346,2024-11-22,和描述的一致，不错
P129606,兰蔻 保湿面霜 Pro,保湿面霜,雅诗兰黛 保湿面霜，精选优质材料，适合各类人群使用。,1341.34,67,4.0,664,2023-12-29,质量很好，非常满意
P936688,小米 智能手表 Pro,智能手表,新款知名品牌 智能手表，采用先进工艺，品质保证。,755.85,4768,4.0,466,2024-01-05,性价比高，值得购买
P798171,徐福记 休闲零食 经典款,休闲零食,良品铺子 休闲零食，精选优质材料，适合各类人群使用。,531.13,138,5.0,823,2025-05-14,性价比高，值得购买
P394534,华为 智能手机 经典款,智能手机,苹果出品智能手机，深受消费者喜爱，口碑之选。,7763.78,840,4.0,869,2023-09-12,性价比高，值得购买
P435127,苹果 牛奶 经典款,牛奶,知名品牌 牛奶，精选优质材料，适合各类人群使用。,456.31,356,2.5,843,2024-07-17,不太符合预期
P991233,小米 智能手表 经典款,智能手表,知名品牌出品智能手表，深受消费者喜爱，口碑之选。,1729.46,19,4.5,108,2024-01-10,用起来很方便，推荐
P122141,小米 牛奶 新款,牛奶,知名品牌出品牛奶，深受消费者喜爱，口碑之选。,307.45,1037,4.5,341,2025-07-24,质量很好，非常满意
P337706,苹果 咖啡 新款,咖啡,新款知名品牌 咖啡，采用先进工艺，品质保证。,810.31,5138,4.0,712,2025-05-27,性价比高，值得购买
P525366,小米 洗发水 新款,洗发水,新款知名品牌 洗发水，采用先进工艺，品质保证。,747.2,257,4.0,780,2025-06-30,用起来很方便，推荐
P391810,vivo 电饭煲 经典款,电饭煲,知名品牌出品电饭煲，深受消费者喜爱，口碑之选。,426.64,3112,4.5,942,2024-01-31,用起来很方便，推荐
P746134,小米 儿童玩具 经典款,儿童玩具,知名品牌 儿童玩具，精选优质材料，适合各类人群使用。,698.28,116,4.5,139,2025-01-02,质量很好，非常满意
P889853,vivo 智能手表 新款,智能手表,新款知名品牌 智能手表，采用先进工艺，品质保证。,2315.82,237,4.0,281,2025-08-10,质量很好，非常满意
P257622,洽洽 休闲零食 新款,休闲零食,良品铺子 休闲零食，精选优质材料，适合各类人群使用。,267.99,3885,1.5,435,2024-10-20,不太符合预期
P761210,小米 台灯 经典款,台灯,知名品牌 台灯，精选优质材料，适合各类人群使用。,144.58,1394,4.0,626,2024-03-25,质量很好，非常满意
P522202,华为 婴儿车 Pro,婴儿车,知名品牌 婴儿车，精选优质材料，适合各类人群使用。,249.45,139,4.5,180,2024-04-04,性价比高，值得购买
P164222,OPPO 吸尘器 新款,吸尘器,知名品牌出品吸尘器，深受消费者喜爱，口碑之选。,758.8,4284,4.0,394,2024-06-03,性价比高，值得购买
P770943,雅诗兰黛 保湿面霜 新款,保湿面霜,新款资生堂 保湿面霜，采用先进工艺，品质保证。,470.64,9,4.0,652,2024-07-04,性价比高，值得购买
P108400,vivo 牛奶 新款,牛奶,知名品牌 牛奶，精选优质材料，适合各类人群使用。,592.47,3242,3.5,499,2025-07-21,有点小瑕疵，但总体还行
P898168,vivo 智能手表 新款,智能手表,新款知名品牌 智能手表，采用先进工艺，品质保证。,1662.37,219,3.0,142,2025-06-22,有点小瑕疵，但总体还行
P496196,苹果 婴儿奶粉 Pro,婴儿奶粉,新款知名品牌 婴儿奶粉，采用先进工艺，品质保证。,540.54,91,3.0,852,2025-06-25,有点小瑕疵，但总体还行
P764193,苹果 儿童玩具 新款,儿童玩具,知名品牌出品儿童玩具，深受消费者喜爱，口碑之选。,214.71,23,5.0,803,2024-07-15,质量很好，非常满意
P918460,水星家纺 床上四件套 青春版,床上四件套,富安娜出品床上四件套，深受消费者喜爱，口碑之选。,958.31,457,2.5,450,2023-10-19,不太符合预期
P923786,苹果 笔记本电脑 Pro,笔记本电脑,新款华为 笔记本电脑，采用先进工艺，品质保证。,5630.28,5,4.5,791,2023-08-19,质量很好，非常满意
P397504,惠普 笔记本电脑 新款,笔记本电脑,华为 笔记本电脑，精选优质材料，适合各类人群使用。,12259.67,248,2.0,402,2025-03-13,不太符合预期
P567415,华为 婴儿奶粉 Pro,婴儿奶粉,知名品牌 婴儿奶粉，精选优质材料，适合各类人群使用。,856.69,161,4.0,152,2025-07-17,质量很好，非常满意
P113387,小米 台灯 Pro,台灯,知名品牌 台灯，精选优质材料，适合各类人群使用。,678.16,2374,3.5,116,2023-12-31,和描述的一致，不错
P616784,小米 儿童玩具 新款,儿童玩具,知名品牌出品儿童玩具，深受消费者喜爱，口碑之选。,973.02,314,2.5,225,2024-07-17,不太符合预期
P649514,小米 婴儿车 新款,婴儿车,新款知名品牌 婴儿车，采用先进工艺，品质保证。,400.23,1902,4.0,728,2025-07-02,质量很好，非常满意
P855341,华为 洗发水 经典款,洗发水,知名品牌 洗发水，精选优质材料，适合各类人群使用。,305.95,334,3.5,75,2023-09-03,有点小瑕疵，但总体还行
P790449,OPPO 女士连衣裙 经典款,女士连衣裙,知名品牌出品女士连衣裙，深受消费者喜爱，口碑之选。,390.04,355,4.5,504,2024-01-28,性价比高，值得购买
P147103,vivo 平板电脑 青春版,平板电脑,新款知名品牌 平板电脑，采用先进工艺，品质保证。,5245.02,226,4.5,10,2024-10-29,性价比高，值得购买
